epoch,accuracy,loss,val_accuracy,val_loss
63,0.9980000257492065,0.009354406036436558,0.8974999785423279,1.4158557653427124
64,0.9980000257492065,0.005059075076133013,0.893750011920929,1.57163405418396
65,0.9975000023841858,0.004888321738690138,0.8887500166893005,1.6908754110336304
66,0.9975000023841858,0.005824393127113581,0.8887500166893005,1.7171969413757324
67,0.9955000281333923,0.016916202381253242,0.9012500047683716,1.5857977867126465
68,0.996999979019165,0.014658358879387379,0.8974999785423279,1.504854679107666
69,0.9965000152587891,0.009713558480143547,0.8987500071525574,1.3947027921676636
70,0.9994999766349792,0.0028050956316292286,0.8862500190734863,1.5790469646453857
71,0.9980000257492065,0.006345055997371674,0.8862500190734863,1.6988327503204346
72,0.9980000257492065,0.006651462987065315,0.8949999809265137,1.4646775722503662
73,0.9975000023841858,0.007800058927386999,0.8899999856948853,1.649006962776184
74,0.9980000257492065,0.007295037154108286,0.8912500143051147,1.550948977470398
75,0.9984999895095825,0.002168439095839858,0.8962500095367432,1.6638864278793335
76,0.9984999895095825,0.009376483038067818,0.893750011920929,1.6099159717559814
77,0.9990000128746033,0.004032639786601067,0.8862500190734863,1.6874827146530151
78,0.9959999918937683,0.013698973692953587,0.8949999809265137,1.563875436782837
79,0.9984999895095825,0.004052456002682447,0.8812500238418579,1.7121179103851318
80,0.9990000128746033,0.012434442527592182,0.887499988079071,1.8096458911895752
81,0.996999979019165,0.011591817252337933,0.893750011920929,1.6478689908981323
82,0.9984999895095825,0.007464476395398378,0.893750011920929,1.547592043876648
83,0.9975000023841858,0.009227028116583824,0.8924999833106995,1.6333816051483154
84,1.0,8.82117310538888e-05,0.887499988079071,1.8453387022018433
85,0.9994999766349792,0.0013897570315748453,0.8887500166893005,1.9390389919281006
86,0.9984999895095825,0.01350866537541151,0.8837500214576721,1.9402761459350586
87,1.0,0.0009362790151499212,0.8912500143051147,1.8556987047195435
88,0.9984999895095825,0.006628323346376419,0.8887500166893005,1.7890570163726807
89,1.0,0.0004047545662615448,0.8737499713897705,2.1134064197540283
90,0.9980000257492065,0.011850398033857346,0.8762500286102295,1.8870539665222168
91,0.9980000257492065,0.009623941965401173,0.8862500190734863,1.8137924671173096
92,0.9984999895095825,0.005245717242360115,0.8812500238418579,1.7908014059066772
93,0.9984999895095825,0.0039405436255037785,0.8912500143051147,1.7682363986968994
94,0.996999979019165,0.007065529469400644,0.8762500286102295,1.7524452209472656
95,0.9984999895095825,0.004075190052390099,0.8887500166893005,1.8522720336914062
96,0.9984999895095825,0.0031835229601711035,0.8912500143051147,1.8508955240249634
97,0.9975000023841858,0.006430374458432198,0.887499988079071,1.8017197847366333
98,0.9984999895095825,0.006947684567421675,0.8924999833106995,1.9430670738220215
99,0.9990000128746033,0.005322644021362066,0.8949999809265137,1.8549412488937378
